action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,18503305,[],CHEMBL4189811,Antiviral activity against Ebolavirus expressing eGFP infected in African green monkey Vero E6 cells assessed as inhibition of viral replication after 48 hrs by spectrofluorometric method,F,,,BAO_0000190,BAO_0000019,assay format,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL479,THIORIDAZINE,CHEMBL479,5.21,0,http://www.openphacts.org/units/Nanomolar,3071815,=,1,1,=,,IC50,nM,,6240.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,6.24
,,18503306,[],CHEMBL4189811,Antiviral activity against Ebolavirus expressing eGFP infected in African green monkey Vero E6 cells assessed as inhibition of viral replication after 48 hrs by spectrofluorometric method,F,,,BAO_0000190,BAO_0000019,assay format,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL1655,TOREMIFENE,CHEMBL1655,6.79,0,http://www.openphacts.org/units/Nanomolar,3071816,=,1,1,=,,IC50,nM,,162.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,0.162
,,18503307,[],CHEMBL4189812,Antiviral activity against Ebolavirus like particle harboring EBOV VP40 assessed as inhibition of viral infection in human HeLa cells preincubated with host cells for 1 hrs followed by viral inoculation by beta-lactamse reporter assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2CCc2ccccc21,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL11,IMIPRAMINE,CHEMBL11,4.86,0,http://www.openphacts.org/units/Nanomolar,3071813,=,1,1,=,,IC50,nM,,13700.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,13.7
,,18503308,[],CHEMBL4189812,Antiviral activity against Ebolavirus like particle harboring EBOV VP40 assessed as inhibition of viral infection in human HeLa cells preincubated with host cells for 1 hrs followed by viral inoculation by beta-lactamse reporter assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL415,CLOMIPRAMINE,CHEMBL415,5.30,0,http://www.openphacts.org/units/Nanomolar,3071814,=,1,1,=,,IC50,nM,,4990.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,4.99
,,18503309,[],CHEMBL4189812,Antiviral activity against Ebolavirus like particle harboring EBOV VP40 assessed as inhibition of viral infection in human HeLa cells preincubated with host cells for 1 hrs followed by viral inoculation by beta-lactamse reporter assay,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,,,CHEMBL4184330,J Med Chem,2018,,CHEMBL1655,TOREMIFENE,CHEMBL1655,6.25,0,http://www.openphacts.org/units/Nanomolar,3071816,=,1,1,=,,IC50,nM,,566.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,uM,UO_0000065,,0.566
,,18532772,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(CC(C5)C3)C4)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL2323039,,CHEMBL2323039,7.89,0,http://www.openphacts.org/units/Nanomolar,3076953,=,1,1,=,,IC50,nM,,13.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,13.0
,,18532773,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3CC(CC(Cl)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4216072,,CHEMBL4216072,6.30,0,http://www.openphacts.org/units/Nanomolar,3076986,=,1,1,=,,IC50,nM,,500.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,500.0
,,18532774,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3CC(CC(Br)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4211103,,CHEMBL4211103,6.22,0,http://www.openphacts.org/units/Nanomolar,3076987,=,1,1,=,,IC50,nM,,600.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,600.0
,,18532775,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3(F)CC(F)(CC(F)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4203855,,CHEMBL4203855,6.70,0,http://www.openphacts.org/units/Nanomolar,3076988,=,1,1,=,,IC50,nM,,200.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,200.0
,,18532776,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3CC(C1)CC(c1ccccc1)(C3)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4215531,,CHEMBL4215531,6.16,0,http://www.openphacts.org/units/Nanomolar,3076989,=,1,1,=,,IC50,nM,,700.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,700.0
,,18532777,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3CC(C1)CC(c1ccc(O)c([N+](=O)[O-])c1)(C3)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4208214,,CHEMBL4208214,6.22,0,http://www.openphacts.org/units/Nanomolar,3076990,=,1,1,=,,IC50,nM,,600.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,600.0
,,18532778,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC12CC3CC(CC(O)(C3)C1)C2)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4203338,,CHEMBL4203338,6.30,0,http://www.openphacts.org/units/Nanomolar,3076991,=,1,1,=,,IC50,nM,,500.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,500.0
,,18532779,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC34CC5CC(C3)CC(C(=O)O)(C5)C4)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4210694,,CHEMBL4210694,,0,http://www.openphacts.org/units/Nanomolar,3076992,>,1,1,>,,IC50,nM,,2000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2000.0
,,18532780,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,CC1(CC(=O)NCC(=O)N2CCN(Cc3ccccc3OCc3ccc(Br)cc3)CC2)CCCCC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4205827,,CHEMBL4205827,6.28,0,http://www.openphacts.org/units/Nanomolar,3076993,=,1,1,=,,IC50,nM,,520.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,520.0
,,18532781,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3(C)CCCCC3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4216746,,CHEMBL4216746,7.10,0,http://www.openphacts.org/units/Nanomolar,3076994,=,1,1,=,,IC50,nM,,80.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,80.0
,,18532782,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC(F)(F)C3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4205057,,CHEMBL4205057,6.52,0,http://www.openphacts.org/units/Nanomolar,3076995,=,1,1,=,,IC50,nM,,300.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,300.0
,,18532783,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4204562,,CHEMBL4204562,7.30,0,http://www.openphacts.org/units/Nanomolar,3076996,=,1,1,=,,IC50,nM,,50.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,50.0
,,18532784,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccc(F)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4209431,,CHEMBL4209431,7.75,0,http://www.openphacts.org/units/Nanomolar,3076997,=,1,1,=,,IC50,nM,,18.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,18.0
,,18532785,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)CC3CCC(F)(F)CC3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4208899,,CHEMBL4208899,7.82,0,http://www.openphacts.org/units/Nanomolar,3076998,=,1,1,=,,IC50,nM,,15.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,15.0
,,18532786,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC34CCCCC4)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4213824,,CHEMBL4213824,7.14,0,http://www.openphacts.org/units/Nanomolar,3076999,=,1,1,=,,IC50,nM,,73.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,73.0
,,18532787,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3CC3(C)C)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4213290,,CHEMBL4213290,6.52,0,http://www.openphacts.org/units/Nanomolar,3077000,=,1,1,=,,IC50,nM,,300.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,300.0
,,18532788,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccccc2CN2CCN(C(=O)CNC(=O)CC3(F)CC3)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4218225,,CHEMBL4218225,5.54,0,http://www.openphacts.org/units/Nanomolar,3077001,=,1,1,=,,IC50,nM,,2900.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2900.0
,,18532789,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(COc2ccc(Cl)cc2CN2CCN(C(=O)CNC(=O)C(F)(F)C(F)F)CC2)cc1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4217701,,CHEMBL4217701,6.80,0,http://www.openphacts.org/units/Nanomolar,3077002,=,1,1,=,,IC50,nM,,160.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,160.0
,,18532790,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC(F)(F)C1CCCCC1)NCC(=O)N1CCN(Cc2ccccc2OCc2ccc(Br)cc2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4205980,,CHEMBL4205980,,0,http://www.openphacts.org/units/Nanomolar,3077003,>,1,1,>,,IC50,nM,,2000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2000.0
,,18532791,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4214380,,CHEMBL4214380,6.33,0,http://www.openphacts.org/units/Nanomolar,3077004,=,1,1,=,,IC50,nM,,470.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,470.0
,,18532792,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)cc(F)c2O)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4209473,,CHEMBL4209473,5.55,0,http://www.openphacts.org/units/Nanomolar,3077005,=,1,1,=,,IC50,nM,,2800.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2800.0
,,18532793,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)cc(Cl)c2O)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4209988,,CHEMBL4209988,5.44,0,http://www.openphacts.org/units/Nanomolar,3077006,=,1,1,=,,IC50,nM,,3600.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,3600.0
,,18532794,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Br)ccc2O)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4205104,,CHEMBL4205104,6.10,0,http://www.openphacts.org/units/Nanomolar,3077007,=,1,1,=,,IC50,nM,,790.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,790.0
,,18532795,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(NCC(=O)N1CCN(Cc2cc(Cl)ccc2O)CC1)C1CC12CCC(F)(F)CC2,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4205619,,CHEMBL4205619,6.75,0,http://www.openphacts.org/units/Nanomolar,3077008,=,1,1,=,,IC50,nM,,180.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,180.0
,,18532796,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4210009,,CHEMBL4210009,6.47,0,http://www.openphacts.org/units/Nanomolar,3077009,=,1,1,=,,IC50,nM,,340.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,340.0
,,18532797,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Br)cc1CN1CCN(C(=O)CNC(=O)CC2CCC(F)(F)CC2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4202738,,CHEMBL4202738,5.76,0,http://www.openphacts.org/units/Nanomolar,3077010,=,1,1,=,,IC50,nM,,1740.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,1740.0
,,18532798,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2NS(=O)(=O)C2CC2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4214399,,CHEMBL4214399,5.66,0,http://www.openphacts.org/units/Nanomolar,3077011,=,1,1,=,,IC50,nM,,2200.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2200.0
,,18532799,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1CCC(F)(F)CC1)NCC(=O)N1CCN(Cc2cc(Cl)ccc2NC(=O)C2CC2)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4208035,,CHEMBL4208035,5.46,0,http://www.openphacts.org/units/Nanomolar,3077012,=,1,1,=,,IC50,nM,,3500.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,3500.0
,,18532800,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4213694,,CHEMBL4213694,7.00,0,http://www.openphacts.org/units/Nanomolar,3077013,=,1,1,=,,IC50,nM,,100.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,100.0
,,18532801,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCCC3)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4214214,,CHEMBL4214214,6.62,0,http://www.openphacts.org/units/Nanomolar,3077014,=,1,1,=,,IC50,nM,,240.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,240.0
,,18532802,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Cl)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC3)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4209297,,CHEMBL4209297,5.60,0,http://www.openphacts.org/units/Nanomolar,3077015,=,1,1,=,,IC50,nM,,2500.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,2500.0
,,18532803,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,CCC1(CC)CC1C(=O)NCC(=O)N1CCN(Cc2cc(Cl)ccc2N)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4203991,,CHEMBL4203991,6.80,0,http://www.openphacts.org/units/Nanomolar,3077016,=,1,1,=,,IC50,nM,,160.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,160.0
,,18532804,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(C2CC2)cc1CN1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4217000,,CHEMBL4217000,5.38,0,http://www.openphacts.org/units/Nanomolar,3076952,=,1,1,=,,IC50,nM,,4200.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,4200.0
,,18532805,[],CHEMBL4195632,Antiviral activity against VSV pseudotyped Ebolavirus expressing M-GFP infected in African green monkey Vero E6 cells assessed as inhibition of viral infection pre-incubated for 2 hrs before infection and measured after 8 to 12 hrs by fluorescence microscopic method,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(Cl)cc1C(=O)N1CCN(C(=O)CNC(=O)C2CC23CCC(F)(F)CC3)CC1,,,CHEMBL4190400,J Med Chem,2018,,CHEMBL4217527,,CHEMBL4217527,,0,http://www.openphacts.org/units/Nanomolar,3077017,>,1,1,>,,IC50,nM,,5000.0,CHEMBL4434621,Ebolavirus,Ebolavirus,186536,,,IC50,nM,UO_0000065,,5000.0
